"","event_hash","variable","place_hash","name_cleaner_a","name_cleaner_b","rex_match","string_dist_osa"
"349","12ad6756","V2","53c56493eae5fb9f","kiambu","karatusublocation",NA,14
"350","12ad6756","V3","f5acff8a89d508a7","kiambu","wanugucamp",NA,9
"351","12ad6756","V4","47eb22cae3ad12fd","kiambu","mutunguru",NA,8
"352","12ad6756","V5","0270c10cee3c9c54","kiambu","wanugu camp",NA,10
"353","12ad6756","V6","acad920d02155c91","kiambu","karatu sublocation",NA,15
"354","12ba4937","V1","5c10a1f84160c5c9","tana river","castel forest lodge campsite",NA,24
"355","12ba4937","V2","a61f5267e2c9980a","tana river","castle forest station",NA,18
"356","12ba4937","V3","347ddee14b06ed03","tana river","castleforeststation",NA,17
"357","12ba4937","V6","5d7e4fc17baf2fda","tana river","kamitatu",NA,9
"358","12ba4937","V7","80773df2ec6f33b1","tana river","kamiraru",NA,8
"359","12c71238","V1","2c9d240190eefd2c","giakanja sdiv","kihora sublocation",NA,15
"360","12c71238","V2","db00419826feccf8","giakanja sdiv","gachatha",NA,10
"361","12c71238","V4","2f6c8125cc7658f4","giakanja sdiv","kariguini",NA,10
"362","12c71238","V10","4323232aa686e1a9","giakanja sdiv","kihorasublocation",NA,14
"363","12ca8cd0","V1","f46259b9371d842b","kiandai","maitharui",NA,6
"364","12ca8cd0","V3","b3702cb067a554e5","kiandai","iandai",NA,1
"365","12ca8cd0","V4","1e2936b53a69b9fd","kiandai","iangai",NA,2
"366","12ca8cd0","V5","987bc3607b5333bb","kiandai","gods hill",NA,8
"367","12ca8cd0","V6","b8f0316eb5026bfd","kiandai","iandangai",NA,4
"368","12ca8cd0","V7","f5aec57408f94b3d","kiandai","kiangai",NA,1
"369","12ca8cd0","V9","4310a0b4718b41d4","kiandai","maitharui sublocation",NA,17
"370","12ca8cd0","V10","673e6d245fa6786f","kiandai","kiandangai",NA,3
"371","12d47a77","V1","3a52b46f0f777e2d","forest","weru",NA,5
"372","12d47a77","V5","140c8ce05c3eca4b","forest","werusublocation",NA,12
"373","12d47a77","V6","1b0f8fd16e6d7354","forest","kithangani",NA,10
"374","12d47a77","V7","b16d37a31c569058","forest","weru sublocation",NA,13
"375","12de297d","V1","e5575a9b215f5734","embu","kasalungi",NA,8
"376","12de297d","V3","7dd83c0353248bb7","embu","kasalungi river",NA,14
"377","12de297d","V5","218ce7c3c2e510fe","embu","materaru",NA,6
"378","12de297d","V6","8e4c2f2fc7987cfa","embu","manzugi",NA,6
"379","12de297d","V7","3b3e60b6edb02fbd","embu","kamuinhill",NA,9
"380","12de297d","V8","af40811cfb6846e5","embu","kamuin",NA,5
"381","12e4a2d4","V1","6acbea3bd14bc95d","kinangop gilgil","karichora",NA,13
"382","12e4a2d4","V5","ba64c71d2d7fb12e","kinangop gilgil","katira",NA,12
"383","12e4a2d4","V9","3d10b341d26ab28a","kinangop gilgil","kitirisettlement",NA,14
"384","12e4a2d4","V10","4125308aa2df7f3b","kinangop gilgil","kitiri settlement",NA,14
"385","12eeedef","V1","5e0c41a27baa1a10","kiine","kibingoti",NA,5
"386","12eeedef","V3","b654910fe9196186","kiine","kibongoti town",NA,11
"387","12eeedef","V4","92e242cca1f3e010","kiine","sagana karatina road",NA,17
"388","12eeedef","V5","9dea72336f2ad2b6","kiine","gatithi",NA,6
"389","12eeedef","V6","108dbe0f90ebbe93","kiine","kiine",1,0
"390","12eeedef","V8","52f3f092b59ed353","kiine","kiinelocation",NA,8
"391","12eeedef","V9","5d15316e022701d1","kiine","iingoti",NA,5
"392","12f3779e","V1","dfb14aeadee15e1a","ruamatrambi river","mununga tea factory",NA,16
"393","12f3779e","V2","8a3ff8f7702d5953","ruamatrambi river","gathambi",NA,11
"394","12f3779e","V4","8b62641533fecf56","ruamatrambi river","gakomboki",NA,13
"395","131121e","V1","89e62301355788a0","kathagembe church","kigumo",NA,14
"396","131121e","V6","2a18a0e59909f6b1","kathagembe church","chiananda",NA,16
"397","131631bf","V1","cb4bae75dee9cfc7","fort hall","mbariyahiti primary school",NA,21
"398","131631bf","V2","e617c84fcbbaa0f5","fort hall","kari",NA,8
"399","131631bf","V3","b2e04e7543fc3005","fort hall","karikaruru sublocation",NA,19
"400","131631bf","V5","37fa7afc284f7b52","fort hall","githithi",NA,8
"401","131631bf","V6","d78b6d644252172e","fort hall","karuru two",NA,9
"402","131631bf","V7","3a9bcccc1055efbd","fort hall","gitige",NA,8
"403","131631bf","V9","20a43e567719bb5c","fort hall","karuru",NA,8
"404","131631bf","V10","13afab01af5cf02d","fort hall","mbariyahiti",NA,9
"405","1316ae2b","V1","23e9de793c9bbfee","location 19","mioro",NA,9
"406","1316ae2b","V2","0d0f530530af90c5","location 19","gacharageini sublocation",NA,19
"407","1316ae2b","V4","3c8d28325f458f6b","location 19","githugi",NA,10
"408","1316ae2b","V5","aa19890e1f5305b9","location 19","hembe",NA,11
"409","1316ae2b","V9","98c3e228b065432c","location 19","gacharageini",NA,10
"410","1318d2c6","V1","95ecaa4c0909a252","coles estate","eburru",NA,11
"411","1318d2c6","V2","3fce735ade9f2bc1","coles estate","opuru",NA,11
"412","1318d2c6","V4","add2f745c67ec745","coles estate","eburu",NA,11
"413","13190522","V1","b66a33dc1a8173ea","gaturi","thuchi river",NA,10
"414","13190522","V2","d059f5c582949e61","gaturi","kigogo",NA,6
"415","13190522","V3","108364582d4137e2","gaturi","kankiriri",NA,6
"416","13190522","V4","7154ee6c26b8f187","gaturi","kanthinthioko",NA,10
"417","13190522","V5","4dec067475b4cea0","gaturi","kaungu",NA,5
"418","132a3a8a","V1","24d3314868293fc8","mucharage","kariko",NA,7
"419","132a3a8a","V4","ece3c6621bddc134","mucharage","gikigie",NA,8
"420","132a3a8a","V8","3410751d0afd7766","mucharage","ruruguti",NA,8
"421","132a3a8a","V10","74d6e995bc96a6a1","mucharage","gikigiesublocation",NA,16
"422","1334f208","V1","389907f6a1160f28","anstey farm","liasho",NA,11
"423","1334f208","V2","49a062ff076401ef","anstey farm","karameno",NA,10
"424","1334f208","V4","6984e38c924ebdea","anstey farm","liashu",NA,11
"425","1334f208","V10","b45dc65061e11f7a","anstey farm","ol orok lughunya",NA,15
"426","1335e09","V1","7d30b73123a90164","gatrjnguru school","ithareni",NA,15
"427","1335e09","V2","d5e881fa9c1031fc","gatrjnguru school","kiringa",NA,14
"428","1335e09","V4","60e203b305bb2c62","gatrjnguru school","keringa",NA,14
"429","1335e09","V5","d19cfe1a43c4b060","gatrjnguru school","kabare",NA,15
"430","1335e09","V9","7a941b399bc70d73","gatrjnguru school","kabuga coffee nursery",NA,19
"431","133eebb4","V1","7e043b0f337b4c5e","nanyuki district","oltulili",NA,13
"432","133eebb4","V2","ff2184ff621bb470","nanyuki district","ontulili",NA,12
"433","133eebb4","V5","62b6005f65fbd389","nanyuki district","esorre",NA,14
"434","133eebb4","V6","0a94e63bab46c585","nanyuki district","sawan",NA,15
"435","1342fa27","V1","0d7bc98d7ce9e387","kagondo","rwathia",NA,7
"436","1342fa27","V6","597f69c858fe3466","kagondo","kanvenyeni",NA,7
"437","1342fa27","V7","b5f08ad0ea19820b","kagondo","kanyenyeini sublocation",NA,19
"438","1342fa27","V9","f96cebe65692c6ae","kagondo","kanyenyaini",NA,8
"439","135f6396","V1","f05b0260625b1b9b","king","pondo",NA,4
"440","135f6396","V4","a60140f21504e3ee","king","shauri",NA,6
"441","135f6396","V6","437da00520c0dfe4","king","rwathia primary school",NA,21
"442","135f6396","V7","75f54d0662b29d0a","king","leshau",NA,6
"443","135f6396","V9","bf38ec0f0f73110e","king","aberdareforest",NA,14
"444","135f6396","V10","48cf2a4bfe508a21","king","legetet",NA,7
"445","13797bf8","V1","d62e30054a7cacf9","kiangai","gatithi",NA,6
"446","13797bf8","V2","85cb3fb7a95cb7ce","kiangai","kiine location",NA,9
"447","13797bf8","V3","87eeb41d0676a683","kiangai","kiine",NA,4
"448","13797bf8","V10","52f3f092b59ed353","kiangai","kiinelocation",NA,8
"449","13863f4b","V1","0d0f530530af90c5","forest","gacharageini sublocation",NA,20
"450","13863f4b","V3","3c8d28325f458f6b","forest","githugi",NA,7
"451","13863f4b","V4","aa19890e1f5305b9","forest","hembe",NA,6
"452","13863f4b","V6","23e9de793c9bbfee","forest","mioro",NA,5
"453","13863f4b","V9","6fe19f95362db5f3","forest","kiamuturiforestguardpost",NA,18
"454","13863f4b","V10","ff953ef9023c7c11","forest","kiamuturi forest guard post",NA,21
"455","1390c73","V1","1bec271e8dea1643","littlewoods farm","burguret estate",NA,14
"456","1390c73","V5","75d24a574f8d7afe","littlewoods farm","burguretestate",NA,14
"457","1390c73","V6","2146fc6de06f15ef","littlewoods farm","kariuasublocation",NA,16
"458","1390c73","V7","2ffdabe185a8b3ef","littlewoods farm","naromoru",NA,14
"459","1390c73","V8","a0c9f255858c20c5","littlewoods farm","iyego",NA,13
"460","1390c73","V9","dccf7ed6a7eb2711","littlewoods farm","kangema",NA,14
"461","1390c73","V10","5324428558e2e565","littlewoods farm","muningaini",NA,16
"462","13957e9e","V1","55b1bc90e9c08faf","olkalou","nyambugi",NA,7
"463","13957e9e","V4","1309eec8129f4492","olkalou","munyeki",NA,7
"464","13957e9e","V6","aba3b941f13143d0","olkalou","ol kalou",NA,1
"465","13957e9e","V7","e46b8fd3f5bd3786","olkalou","olkalaucountryclub",NA,11
"466","13957e9e","V10","10aabbf555c3a29a","olkalou","chatu farm",NA,10
"467","1399542d","V1","d1a2192788a3f55e","curry","olpejetaranchingestate",NA,21
"468","1399542d","V2","c4f1dc82b54ff492","curry","olpejeta ranching estate",NA,23
"469","1399542d","V4","b99859ad6ca58e31","curry","mutara",NA,4
"470","1399542d","V6","c8ff0f0dae58902a","curry","sirima",NA,5
"471","1399542d","V7","2cfa10839dc8a9c7","curry","sambururanch",NA,9
"472","1399542d","V8","9875a5cc79a7c2c7","curry","laikipia county",NA,12
"473","1399542d","V9","0710ebb4fac46220","curry","laikipia district",NA,16
"474","1399542d","V10","d92cebb4dac3da42","curry","pesi",NA,5
"475","13afb41","V1","59faa9f13118d2f8","allan davies","nyeri",NA,10
"476","13afb41","V2","b6dd9d5ecb057819","allan davies","kobil petrol station",NA,16
"477","13afb41","V3","a8980a0f01422f46","allan davies","mukaro",NA,11
"478","13afb41","V5","7f137da28e44c23b","allan davies","sikh temple road",NA,15
"479","13afb41","V6","82a613e12c88e9c2","allan davies","hash nyeri  petrol station a better future",NA,36
"480","13afb41","V7","bda1846a3a232c39","allan davies","ymca nyeri community centre",NA,22
"481","13afb41","V8","7cda6f8df4592701","allan davies","total petrol station",NA,15
"482","13afb41","V9","9391b6f106600285","allan davies","national oil",NA,10
"483","13afb41","V10","4917f1b3a377a9a7","allan davies","banana leaf hotel",NA,12
"484","13b1671d","V1","1474012bb1b6083e","prohibited area","tuthu",NA,14
"485","13b1671d","V2","f38c602563442a75","prohibited area","tuso",NA,14
"486","13b1671d","V5","a964527b77e50fe7","prohibited area","karuris",NA,14
"487","13b6113a","V1","dd4ba1c82622df33","karunga school","kathungure",NA,10
"488","13b6113a","V2","56643895d9c80eea","karunga school","kathanjure",NA,11
"489","13b6113a","V5","99f1e2b863ccd10d","karunga school","karungu",NA,8
"490","13b6113a","V6","40007c9d6d0f3268","karunga school","kegonge",NA,11
"491","13b9ffaf","V1","923b22d0b01876c9","kithumbuini","rongai",NA,10
"492","13b9ffaf","V2","bacf54d129a23015","kithumbuini","ronkai",NA,10
"493","13b9ffaf","V5","cd4281e415d413de","kithumbuini","kangaita",NA,9
"494","13b9ffaf","V6","67b4def3d6d12b9a","kithumbuini","unjirusublocation",NA,14
"495","13b9ffaf","V7","b7924a55b80f7bc8","kithumbuini","ol pejeta conservancy",NA,19
"496","13b9ffaf","V8","3bf8ece59ea30083","kithumbuini","subego",NA,9
"497","13b9ffaf","V10","4ff9fddfc6a5b42f","kithumbuini","37th meridian east",NA,13
"498","13c5de85","V1","42af954cd6bb5fc8","danials","catante",NA,6
"499","13c5de85","V4","359e6a590fd4e311","danials","ol morijo ongata",NA,14
"500","13c5de85","V5","b2006ec91910a134","danials","ool moridzo",NA,10
"501","13c5de85","V7","e4211d8761c3673b","danials","sharpes road",NA,11
"502","13c5de85","V8","db361dca99b486f4","danials","sharps road",NA,10
"503","13c5de85","V10","3a96698d5bcf5dc1","danials","sharpesroad",NA,10
"504","13cb5116","V1","7281f19952f15aec","robertsons","muruaki",NA,9
"505","13cb5116","V3","609c064cf496a654","robertsons","githima",NA,9
"506","13cb5116","V4","cddcb004f8998b68","robertsons","kisima",NA,9
"507","13cb5116","V10","2a85727e97dedc0f","robertsons","ilkinangopplateau",NA,16
"508","13cbb464","V1","2e15a3a02e8d0bbc","fort hall","muranga university college",NA,21
"509","13cbb464","V2","61c672886fb995ac","fort hall","mathioya river",NA,12
"510","13cbb464","V3","aa4cf8f60a0dee9d","fort hall","karichiungu",NA,9
"511","13cbb464","V5","03571ef4833a09d6","fort hall","karciung",NA,8
"512","13cbb464","V7","3f8eda9806723897","fort hall","karichungu",NA,8
"513","13cbb464","V8","3f23b83662fdde0b","fort hall","saint marys",NA,8
"514","13d16e4","V1","56939272266d77ad","kiambu","yatta ranch",NA,10
"515","13d16e4","V4","aac729ca49d29af5","kiambu","kithimani",NA,6
"516","13d16e4","V10","250b65ab2d7099a1","kiambu","yatta",NA,5
"517","13d4e892","V1","2835dd4b6bc65b8e","kianjai","kieru",NA,5
"518","13d4e892","V5","402f477052232c0f","kianjai","uringu",NA,6
"519","13d4e892","V6","00a3315b6df571eb","kianjai","nkomo",NA,7
"520","13d4e892","V8","d6f37352670d1fe6","kianjai","kanjei",NA,2
"521","13d4e892","V9","b54eb3efdd7fe6b6","kianjai","mutuntu sublocation",NA,16
"522","13d9318c","V1","3f2d7e094849591b","leea fara","aberdaremountains",NA,14
"523","13d9318c","V2","c0d4c61d43a5a093","leea fara","aberdare range",NA,10
"524","13d9318c","V5","5ba43c8f6b780903","leea fara","aberdares",NA,7
"525","13d9318c","V6","ed282a380773e39c","leea fara","aberdare mountains",NA,14
"526","13d9318c","V8","9c2a8e8523fe9895","leea fara","ol kalou",NA,8
"527","13d9318c","V9","3de09852794e1460","leea fara","maratiini",NA,8
"528","13d9318c","V10","b8890494454188f8","leea fara","maratnini hill",NA,12
"529","13df5685","V1","74b44758bbad3849","kyeni","tharaka",NA,7
"530","13df5685","V3","308ecbe53b158cfa","kyeni","mavia matune",NA,11
"531","13df5685","V6","9cd1f0db3a3634c0","kyeni","kanondo",NA,5
"532","13df5685","V7","7dd83c0353248bb7","kyeni","kasalungi river",NA,12
"533","13df5685","V8","5d15640eee0bbd02","kyeni","kasalungi",NA,6
"534","13f1c3b","V1","4607b2a5ad9d6014","phillips farm","rumaru",NA,11
"535","13f1c3b","V5","fb29fd543dfb2bad","phillips farm","wishipon",NA,10
"536","13f1c3b","V7","e542ba1014c74f33","phillips farm","sasini",NA,12
"537","13f1c3b","V8","54885857d14eaac8","phillips farm","sasin",NA,12
"538","140c179d","V1","992e2e6dc3aafab2","ol pejeta estate","emoyok",NA,15
"539","140c179d","V2","562fbc209b8cb5ac","ol pejeta estate","laburra",NA,13
"540","140c179d","V3","d09a9c16cc0e5fe1","ol pejeta estate","moyok",NA,16
"541","140c179d","V7","90265e8e40064f27","ol pejeta estate","olabora",NA,12
"542","14129910","V1","6d2e8566a502a05d","karigoni","mwirithie",NA,7
"543","14129910","V2","2b1510a162cfc948","karigoni","karigoni",1,0
"544","14129910","V6","35dbe2f04ff6cd96","karigoni","mpukoni",NA,5
"545","14129910","V7","28511e3f52c1197c","karigoni","mpukoni sublocation",NA,15
"546","14129910","V9","f173214e0f3b238d","karigoni","mpukonisublocation",NA,14
"547","14245415","V1","8733f24c0741dd2e","ndia","kianguenyi",NA,9
"548","14245415","V2","7e8a7890f56493e2","ndia","thaitasublocation",NA,15
"549","14245415","V3","01e8735aa3705a06","ndia","gitumbi",NA,7
"550","14245415","V4","cd24ba0e9973dd50","ndia","thaita",NA,4
"551","14245415","V9","b8d0ceb70eebee1d","ndia","inoi north",NA,8
"552","143342b","V1","03188b795f3b6dec","drys farm","twelve springs farm",NA,12
"553","143342b","V2","be995d6ac1bcdacd","drys farm","kichaka farm",NA,7
"554","143342b","V5","ee0957a2d71d2b64","drys farm","twelvespringsfarm",NA,12
"555","143342b","V6","8db7e673e0eac950","drys farm","oraimutia",NA,8
"556","143342b","V8","fe91a4dc10741eec","drys farm","supuko lool tian",NA,15
"557","143342b","V10","5600dfde397785ab","drys farm","oraimutiafarm",NA,8
"558","143bf94b","V1","9d20df1302e3faa0","ikinu","ikinu",1,0
"559","143bf94b","V5","3932ea6a8bb47f62","ikinu","ikinu  sublocation",NA,13
"560","143bf94b","V6","b1d26f2ff5f2e260","ikinu","ikinu sublocation",NA,12
"561","143bf94b","V7","551184d8aa2b6e17","ikinu","ininu",NA,1
"562","1449d1e2","V1","0bfb9aebb40d9a71","van landsberg","olmorijo engare",NA,14
"563","1449d1e2","V2","da84e50857d9b6ac","van landsberg","engare olmorijo",NA,14
"564","1449d1e2","V5","d47fbecd941041a2","van landsberg","moridjo",NA,12
"565","1449d1e2","V7","fd36d8bac15156be","van landsberg","longridges",NA,10
"566","1449d1e2","V9","38d040ac4f7f581c","van landsberg","small pesi",NA,11
"567","14563c34","V1","aa1dc3b165b2c4fc","location 4","bendor plantations",NA,13
"568","14563c34","V2","100512cff70f629f","location 4","samuru estate",NA,13
"569","14563c34","V3","2b651fcb45ca634c","location 4","kyama",NA,9
"570","14563c34","V4","48bad054208ee2a3","location 4","kiama",NA,9
"571","146349b9","V1","2d9e00fb88b4a73f","location 14","kamune sublocation",NA,13
"572","146349b9","V2","8fecbd84e634c1d5","location 14","iruri",NA,10
"573","146349b9","V7","8c425cd009ef73b9","location 14","muthuthiini",NA,10
"574","146349b9","V8","56f6943577af252f","location 14","muthuthi",NA,10
"575","146349b9","V9","74ff1748c703aabc","location 14","karug",NA,10
"576","146349b9","V10","7331b43ff67f2c53","location 14","isemwegi",NA,11
"577","14734827","V1","a89c0f795bb4f1af","forest","karuruma",NA,7
"578","14734827","V3","dd98579da0b07595","forest","karurumo",NA,7
"579","14734827","V10","81e18df647b15397","forest","ichichi sublocation",NA,17
"580","14852054","V1","6e6cb4c606bf57ac","retief","leshau",NA,5
"581","14852054","V6","af77c0509698808f","retief","marigat",NA,6
"582","14852054","V7","c5e9f9da39c0babc","retief","karagoinisettlement",NA,15
"583","14852054","V8","5e5a6f6b207b4833","retief","mreru",NA,5
"584","14916c99","V1","3dc3c3a8f30e3b8b","kerugoya","kagumo",NA,5
"585","14916c99","V2","2b25bd41acffde9a","kerugoya","iamaina",NA,7
"586","14916c99","V3","3479321b9d91ea20","kerugoya","kaguyu",NA,5
"587","14916c99","V4","691e72122da3b91c","kerugoya","kiamaina",NA,6
"588","14916c99","V5","e57e4851ac3dcb5e","kerugoya","kachimba",NA,6
"589","14916c99","V6","53e96c28d3bf6246","kerugoya","moragara",NA,5
"590","14916c99","V10","489a868520ed5862","kerugoya","gathuthuma",NA,8
"591","1493a378","V1","cc7f2246f10d7666","kiambu","church",NA,6
"592","1493a378","V3","b6d09156ff8713b3","kiambu","cliff top estate",NA,15
"593","1493a378","V4","0bbe448cfc20a355","kiambu","loiselyn apartments",NA,16
"594","1493a378","V5","6346bf84a84f4633","kiambu","bread of life church",NA,18
"595","1493a378","V7","57c9bda815c9a098","kiambu","sacred heart dispensary",NA,22
"596","1493a378","V8","609346ab8b029965","kiambu","muchatha primary school",NA,21
"597","1493a378","V9","673f3ef336c7e289","kiambu","muchatha",NA,7
"598","14ab9bb3","V1","f26948a42045c98c","ndia","kiine south",NA,10
"599","14ab9bb3","V3","ef8a437d6340e274","ndia","gacharu",NA,6
"600","14ab9bb3","V4","ab6ebf66c6c645c3","ndia","sakumi",NA,6
"601","14ab9bb3","V10","29a1b89efabe9b87","ndia","thigirichi",NA,9
"602","14b6f477","V1","b196469c00d0b8ba","kianatugu","gituba",NA,6
"603","14b6f477","V3","b58761968399494d","kianatugu","gitoba",NA,7
"604","14b6f477","V8","dfed7424db0cefe1","kianatugu","kiamutugu",NA,2
"605","14bdc880","V1","29afc1bdc8ab88cb","south kinangop","rukanga",NA,9
"606","14bdc880","V3","0bd8265a4cbad557","south kinangop","mwerualocation",NA,12
"607","14bdc880","V4","d69761086a412e40","south kinangop","mwerua location",NA,12
"608","14bdc880","V7","28efeebff3a3e860","south kinangop","gikuu",NA,13
"609","14bdc880","V9","01e3c5abc8ecc76c","south kinangop","maragua",NA,12
"610","14bdc880","V10","2fa9b169a008b9a9","south kinangop","cmichrist primary school",NA,19
"611","14cb929b","V1","fdc9aaae7faa7928","glenroy","mutaro ranch",NA,10
"612","14cb929b","V3","604adcc912878891","glenroy","subego",NA,6
"613","14cb929b","V5","a667c063e07fa547","glenroy","mutaroranch",NA,9
"614","14cb929b","V6","a248a9c4726b26dc","glenroy","uruku",NA,7
"615","14cb929b","V8","41aa38af89f3418a","glenroy","kiamariga",NA,8
