document_number,document_district,document_date,file_name,document_page_number,paragraph_number,event_date,location_text,map_coordinate,type,initiator,initiator_numbers,target,target_numbers,affected_count,government_killed,government_wounded,government_captured,rebels_killed,rebels_wounded,rebels_captured,civilians_killed,civilians_wounded,civilians_captured
2,Central Province,25th March to 11th April 1953,Central_Province_FCO_141-5746_IMG_1303_1L,,124,31.03.1953,Kiandai,,Oathing,Mau Mau,,Civilian,,Over 200,,,,,,,,,
2,Central Province,25th March to 11th April 1953,Central_Province_FCO_141-5746_IMG_1303_1L,,126,31.03.1953,Manro's Farm,HAC 6604,Theft,Mau Mau,,Livestock,,2,,,,,,,,,
2,Central Province,25th March to 11th April 1953,Central_Province_FCO_141-5746_IMG_1304_1L,,127,31.03.1953,Minna's Farm,HZR 3696,Contact,Guard,,Men,2,,,,,1,,,,,
2,Central Province,25th March to 11th April 1953,Central_Province_FCO_141-5746_IMG_1304_1L,,128,31.03.1953,Tozer's Farm,HZR 3490,Contact,Guard,,Terrorist,,,,,,,,2,,,
2,Central Province,25th March to 11th April 1953,Central_Province_FCO_141-5746_IMG_1304_1L,,130,01.04.1953,Pison's Farm,HAC 5316,Captured,Guard,,Gang,,,,,,,,2,,,
2,Central Province,25th March to 11th April 1953,Central_Province_FCO_141-5746_IMG_1304_1L,,131,01.04.1953,S.K.Bastard,HAC 3507,Contact,Mau Mau,10,Civilian,,,,,,1,,3,1,1,
2,Central Province,25th March to 11th April 1953,Central_Province_FCO_141-5746_IMG_1304_1L,,132,01.04.1953,Kiandai Area,HZR 7037,Contact,Guard,,Gang,,,,,,,1,52,,,
2,Central Province,25th March to 11th April 1953,Central_Province_FCO_141-5746_IMG_1305_1L,,133,01.04.1953,Gathy,HZR 5641,Contact,Guard,,African,,,,,,,1,,,,
2,Central Province,25th March to 11th April 1953,Central_Province_FCO_141-5746_IMG_1305_1L,,134,01.04.1953,Ihuririo,HZR 3139,Contact,Mau Mau,,Guard,,,,,,,1,,,,
2,Central Province,25th March to 11th April 1953,Central_Province_FCO_141-5746_IMG_1305_1L,,135,01.04.1953,A.Aggett,HAC 3303,Vandalism,Mau Mau,,Livestock,,1,,,,,,,,,
2,Central Province,25th March to 11th April 1953,Central_Province_FCO_141-5746_IMG_1305_1L,,139,01.04.1953,Ihuririo,HZR 3039,Contact,Guard,,Gang,,,,,,1,,1,,,
2,Central Province,25th March to 11th April 1953,Central_Province_FCO_141-5746_IMG_1305_1L,,140,01.04.1953,Fort Hall,HZR 6322,Contact,Guard,,Gang,6,,,,,2,,4,,,
2,Central Province,25th March to 11th April 1953,Central_Province_FCO_141-5746_IMG_1306_1L,,141,03.04.1953,Othaya,HZR 2938,Theft,Mau Mau,,Livestock,,3,,,,,,,,,
2,Central Province,25th March to 11th April 1953,Central_Province_FCO_141-5746_IMG_1306_1L,,142,03.04.1953,Kagicha,HZR 3333,Theft,Mau Mau,,Livestock,,5,,,,,,,,,
2,Central Province,25th March to 11th April 1953,Central_Province_FCO_141-5746_IMG_1306_1L,,144,03.04.1953,S.E.Bastard,HAC 3708,Contact,Guard,,Gang,,,,,,1,,,,,
2,Central Province,25th March to 11th April 1953,Central_Province_FCO_141-5746_IMG_1307_1L,,147,03.04.1953,Trisha Forest,HZR 2748,Contact,Guard,,Gang,15,,,,,1,1,1,,,
2,Central Province,25th March to 11th April 1953,Central_Province_FCO_141-5746_IMG_1307_1L,,148,03.04.1953,Chania River,HZR 4352,Captured,Guard,,Gang,,,,,,,,4,,,
2,Central Province,25th March to 11th April 1953,Central_Province_FCO_141-5746_IMG_1307_1L,,149,03.04.1953,Burgaret Estate,HZR 4392,Contact,Guard,,Gang,,,,,,4,1,3,,,
2,Central Province,25th March to 11th April 1953,Central_Province_FCO_141-5746_IMG_1307_1L,,150,03.04.1953,Giakanja ?Div,HZR 3946,Contact,Guard,,Gang,,,,,,1,,3,,,
2,Central Province,25th March to 11th April 1953,Central_Province_FCO_141-5746_IMG_1307_1L,,151,03.04.1953,Giakanja ?Div,HZR 3946,Contact,Guard,,Gang,,,,,,2,,,,,
2,Central Province,25th March to 11th April 1953,Central_Province_FCO_141-5746_IMG_1307_1L,,153,04.04.1953,Tambaya,HZR 4441,Contact,Guard,,Gang,6,,,,,,,6,,,
2,Central Province,25th March to 11th April 1953,Central_Province_FCO_141-5746_IMG_1307_1L,,154,04.04.1953,Burguret Estate,HZR 4494,Contact,Mau Mau,9,Guard,,,,,,5,1,3,,,
2,Central Province,25th March to 11th April 1953,Central_Province_FCO_141-5746_IMG_1308_1L,,157,05.04.1953,Native Loc Nanyuki,HAC 5101,Screening,Guard,,Civilian,,2500,,,,,,,,,
2,Central Province,25th March to 11th April 1953,Central_Province_FCO_141-5746_IMG_1308_1L,,157,05.04.1953,Native Loc Nanyuki,HAC 5101,Captured,Guard,,Civilian,,23,,,,,,,,,
2,Central Province,25th March to 11th April 1953,Central_Province_FCO_141-5746_IMG_1308_1L,,158,05.04.1953,Thompson's Farm,HAC 4913,Captured,Guard,,men,,3,,,,,,,,,
2,Central Province,25th March to 11th April 1953,Central_Province_FCO_141-5746_IMG_1308_1L,,159,05.04.1953,7 K.A.R lines,HZR 5698,Contact,Guard,,Gang,,,,,,1,,11,,,
2,Central Province,25th March to 11th April 1953,Central_Province_FCO_141-5746_IMG_1308_1L,,160,05.04.1953,Ruthenji S/Loc,HZR 4441,Contact,Guard,,Terrorist,,,,,,1,,,,,
2,Central Province,25th March to 11th April 1953,Central_Province_FCO_141-5746_IMG_1308_1L,,161,05.04.1953,Gakurwa Loc 115,HZR 4831,Contact,Guard,,Gang,,,,,,3,1,1,,,
2,Central Province,25th March to 11th April 1953,Central_Province_FCO_141-5746_IMG_1309_1L,,162,05.04.1953,Mukangu Loc 11,HZR 5320,Contact,Guard,,Gang,15,,,,,,1,6,,,
2,Central Province,25th March to 11th April 1953,Central_Province_FCO_141-5746_IMG_1309_1L,,163,05.04.1953,Gakurwa Loc 115,HZR 4831,Captured,Guard,,Gang,,,,,,,,2,,,
2,Central Province,25th March to 11th April 1953,Central_Province_FCO_141-5746_IMG_1309_1L,,164,05.04.1953,Forest Loc 14,HZR 2734,Contact,Guard,,Gang,,,,,,1,,,,,
2,Central Province,25th March to 11th April 1953,Central_Province_FCO_141-5746_IMG_1309_1L,,165,06.04.1953,Nyeri Native Loc,HZR 3753,Escape,Guard,,Gang,,,,,,1,,,,,
2,Central Province,25th March to 11th April 1953,Central_Province_FCO_141-5746_IMG_1309_1L,,166,06.04.1953,Kagicha,HZR 2933,Contact,Guard,,Gang,,,,,,1,,,,,
2,Central Province,25th March to 11th April 1953,Central_Province_FCO_141-5746_IMG_1309_1L,,168,07.04.1953,Dol Dol,HAC 5756,Contact,Mau Mau,,Guard,,,,,,1,,,,,
2,Central Province,25th March to 11th April 1953,Central_Province_FCO_141-5746_IMG_1309_1L,,169,07.04.1953,Hook's Fram,HZR 5496,Contact,Mau Mau,,Guard,,,,,,1,,,,,
2,Central Province,25th March to 11th April 1953,Central_Province_FCO_141-5746_IMG_1310_1L,,171,07.04.1953,Kagicha,HZR 3334,Contact,Guard,,Men,5,,,,,1,,1,,,
2,Central Province,25th March to 11th April 1953,Central_Province_FCO_141-5746_IMG_1310_1L,,172,08.04.1953,Gakurwa Loc 14/15,HZR 4632,Contact,Guard,,Gang,,,,,,,1,1,,,
2,Central Province,25th March to 11th April 1953,Central_Province_FCO_141-5746_IMG_1310_1L,,174,07.04.1953,Hakurwe,HZR 4632,Contact,Guard,,Gang,,,,,,2,,,,,
2,Central Province,25th March to 11th April 1953,Central_Province_FCO_141-5746_IMG_1310_1L,,175,07.04.1953,Kaimbi Loc 10,HZR 4222,Contact,Guard,,Gang,,,,,,1,,,,,
2,Central Province,25th March to 11th April 1953,Central_Province_FCO_141-5746_IMG_1310_1L,,176,08.04.1953,2.5 miles W.Loc.12 Murungaini,HZR 4126,Contact,Guard,,Gang,,,,,,,,6,,,
2,Central Province,25th March to 11th April 1953,Central_Province_FCO_141-5746_IMG_1310_1L,,177,08.04.1953,Othaya,HZR 283415,Contact,Guard,,Gang,,,,,,1,,,,,
2,Central Province,25th March to 11th April 1953,Central_Province_FCO_141-5746_IMG_1310_1L,,178,08/09.04.1953,Near Embu/Sagana road,HZR 7434,Murder,Mau Mau,,Civilian,,,,,,,,,1,,
2,Central Province,25th March to 11th April 1953,Central_Province_FCO_141-5746_IMG_1311_1L,,180,09.04.1953,Kaggie,HZR 7231,Murder,Mau Mau,,Civilian,,,,,,,,,1,,
2,Central Province,25th March to 11th April 1953,Central_Province_FCO_141-5746_IMG_1311_1L,,186,07/08.04.1953,Kagumo,HZR 7348,Captured,Guard,,Men,,3,,,,,,,,,
3,Central Province,Fortnight Ended 25th April 1953,Central_Province_FCO_141-5746_IMG_1278_1L,,,,,,,,,,,,,,,,,,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1283_1L,,187,08.04.1953,Burgaret Entate,HZR 4494,Vandalism,Mau Mau,,Livestock,,1,,,,,,,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1283_1L,,188,09.04.1953,Goodkinde Farm,HAC 6911,Vandalism,Mau Mau,,Livestock,,1,,,,,,,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1283_1L,,191,11.04.1953,Mr.John Hook's Farm,HZR 5498,Theft,Mau Mau,2,Money,,Shs 60/-,,,,,,,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1283_1L,,192,11.04.1953,Forest NR.Liki River,HZR 5694,Contact,Guard,,Gang,8,,,,,1,2,,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1284_1L,,193,11.04.1953,Col.Culton House Kon-Gaita,HZR 6098,Theft,Mau Mau,10,Food and Cloth,,Some,,,,,,,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1284_1L,,194,11.04.1953,Nr.Nanyuki  Forest Station,HZR 5589,Contact,Guard,,Gang,,,,,,1,,,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1284_1L,,197,11.04.1953,Kukurara Mkt,HZR 8048,contact,Guard,,Gang,,,,,,1,,2,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1284_1L,,198,11.04.1953,Hogoiri,HZR 3517,Captured,Guard,,Gang,10,,,,,,,3,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1285_1L,,200,12.04.1953,Kiamatugu,HZR 8946,Contact,Guard,,Gang,,,,,,,1,,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1285_1L,,201,12.04.1953,Sagana,HZR,Screening,Guard,,Gang,,40,,,,,,,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1285_1L,,202,12.04.1953,Thika vall.,HZR 3408,Contact,Guard,,Gang,,,,,,1,,,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1285_1L,,203,12.04.1953,Forest Boundary Loc 13,HZR 2333,Contact,Mau Mau,,Guard,13,,1,,,,,,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1285_1L,,204,12.04.1953,Forest Boundary Loc 13,HZR 2431,Theft,Mau Mau,,Wireless Set,1,,,,,,,,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1285_1L,,205,12.04.1953,Nyeri TownShip,HZR 3854,Captured,Guard,,Mau Mau,,,,,,,,14,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1285_1L,,206,12.04.1953,Nyeri TownShip,HZR 0865,Contact,Guard,,Mau Mau,,,,,,1,,,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1285_1L,,207,12.04.1953,Kagondo,HZR 3426,Captured,Guard,,Mau Mau,,,,,,,,14,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1286_1L,,208,12.04.1953,Kihunbuini,HZR 4298,Contact,Guard,,Mau Mau,,,,,,3,,20,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1286_1L,,210,13.04.1953,Nyeri/Sagana Road,,Captured,Guard,,Mau Mau,,,,,,,,3,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1286_1L,,212,13.04.1953,Forest,HZR 4115,Contact,Guard,,Mau Mau,,,,,,2,,,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1286_1L,,213,13.04.1953,Priory Forest,HZR 2627,Contact,Mau Mau,,Guard,,,4,,,,,,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1286_1L,,213,13.04.1953,Priory Forest,HZR 2627,Theft,Mau Mau,,Arms,,3,,,,,,,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1286_1L,,214,14.04.1953,G.Webb's Farm Timau,HAC 6111,Oathing,Mau Mau,12,Civilian,,50,,,,,,,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1287_1L,,217,14.04.1953,Kakange N.Tetu,HZR 2652,Contact,Police Patrol,,Terrorist,,,,,16,1,,,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1287_1L,,218,14.04.1953,Iruri,HZR 4834,Contact,Mau Mau,10,Guard,,,1,,,,,,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1287_1L,,220,15.04.1953,Upper Burgurat River,HZR 5688,Contact,Guard,,Gang,,,,,,2,,1,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1287_1L,,221,15.04.1953,Kianjegge Mky.,HZR 6435,Contact,K P R Patrol,,Terrorist,,,,,,1,,,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1288_1L,,222,15.04.1953,Kikagya Forest Area,HZR 6358,Contact,KAR Patrol,,Terrorist,,,,,,,,2,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1288_1L,,223,15.04.1953,Ohingo Loc,HZR 3534,Contact,Patrol,,Terrorists,3,,,,,,1,,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1288_1L,,224,15.04.1953,Kiriani Loc 14,HZR 3933,Murder,Gang,,Civilian,,,,,,,,,1,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1288_1L,,224,15.04.1953,Kiriani Loc 14,HZR 3933,Contact,Guard,,Gang,,,,,,2,,,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1288_1L,,225,15.04.1953,Iruri,HZR 4834,Murder,Mau Mau,,Civilian,,,,,,,,,2,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1288_1L,,226,15.04.1953,Nr.Kihunbuini,HZR 4398,Contact,Guard,,Mau Mau,,,,,,2,,,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1288_1L,,227,15.04.1953,Nr.Kiriani,HZR 3933,Murder,Mau Mau,,Civilian,,,,,,,,,2,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1288_1L,,228,15.04.1953,Forest Border of Loc,HZR 2421,Contact,Guard,,Mau Mau,,,,,,2,,,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1288_1L,,229,15.04.1953,Kithunbuini,HZR 4396,Captured,Guard,,Mau Mau,,,,,,,,1,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1288_1L,,230,16.04.1953,Ihuriria Othaya Loc,HZR 3039,Theft,Mau Mau,,Livestock,,3,,,,,,,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1288_1L,,231,16.04.1953,Othaya Loc,HZR 3041,Theft,Mau Mau,,Livestock,,12,,,,,,,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1289_1L,,234,16.04.1953,Thuite,HZR 5033,Contact,Mau Mau,,Guard,,,3,,,,,,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1289_1L,,234,16.04.1953,Thuite,HZR 5033,Missing,Mau Mau,,Guard,,2,,,,,,,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1289_1L,,235,16.04.1953,Rwethie,HZR 3426,Contact,Guard,,Gang,,,,,,2,,,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1289_1L,,236,17.04.1953,Nr.Baricho,HZR 7039,Murder,Mau Mau,,Civilian,,,,,,,,,1,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1289_1L,,237,17.04.1953,1 mile west of Barioho,HZR 7039,Contact,Guard,,Gang,,,,,,1,,,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1289_1L,,239,17.04.1953,Chiani Forest,HAR 4857,Contact,Guard,,Gang,,,,,,1,,,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1289_1L,,240,17.04.1953,Aguthi Loc,HZR 4649,Contact,Guard,,Terrorist,,,,,,1,,,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1290_1L,,241,17.04.1953,Seton's Farm,HZR 1789,Captured,Guard,,Gang,,,,,,,,1,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1290_1L,,242,18.04.1953,Kabago Forest,HZR 1851,Contact,Guard,,Gang,,,,,,,1,,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1290_1L,,243,18.04.1953,Nuaro's Farm,HAC 6406,Kidnap,Mau Mau,5,Civilian,,3,,,,,,,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1290_1L,,245,18.04.1953,C.H.Ramdoll's Farm,HAC 5100,Theft,Mau Mau,5,Livestock,,5,,,,,,,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1290_1L,,246,18.04.1953,Forest,HZR 5032,Contact,Guard,,Gang,,,,,,7,1,24,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1290_1L,,247,18.04.1953,Forest,HZR 3005,Contact,Guard,,Gang,,,,,,1,,,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1290_1L,,248,19.04.1953,Kianatuga,HZR 8948,Captured,Guard,,Mau Mau,,,,,,,,2,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1290_1L,,249,19.04.1953,Kabago Forest,HZR 8948,Oathing,Mau Mau,50,Civilian,,,,,,,,,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1291_1L,,251,19.04.1953,Sagana,HZR 4945,Murder,Mau Mau,,Civilian,,,,,,,,,1,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1291_1L,,252,19.04.1953,Gaikuyu,HZR 5855,Contact,Guard,,Mau Mau,,,,,,,1,,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1291_1L,,254,19.04.1953,Thuite,HZR 5032,Captured,Guard,,Mau Mau,,,,,,,,24,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1291_1L,,255,20.04.1953,Kiandai,HZR 6735,Captured,Guard,,Mau Mau,,,,,,,,2,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1291_1L,,258,20.04.1953,Nurugwa,HZR 3218,Contact,Guard,,Mau Mau,,,,,,11,,,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1291_1L,,260,21.04.1953,Chinga Loc,HZR 3136,Theft,Mau Mau,,Livestock,,Unknown,,,,,,,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1291_1L,,261,21.04.1953,Kariko,HZR 3236,Contact,Guard,,Mau Mau,,,,,,,1,,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1292_1L,,262,21.04.1953,Konyu Loc,HZR 3041,Murder,Mau Mau,,Civilian,,,,,,,,,1,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1292_1L,,264,22.04.1953,Nr.Kagunc,HZR 7149,Missing,Guard,,Mau Mau,,1,,,,,,,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1292_1L,,265,22.04.1953,Kabago Forest,HZR 2257,Contact,Guard,,Gang,,,,,,,1,2,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1292_1L,,266,22.04.1953,Kiamachinbo,HZR 5453,Contact,Guard,,Gang,,,,,,1,,,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1292_1L,,267,22.04.1953,Kuruguru,HZR 4248,Contact,Mau Mau,,Guard,,,1,4,,,,,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1292_1L,,268,22.04.1953,Mukuruneini,HZR 5142,Contact,Guard,,Gang,6,,,,,,,3,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1292_1L,,271,22.04.1953,,,,,,,,,,,,,,,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1293_1L,,272,22.04.1953,Gowailla,HAO 6413,Contact,Guard,,Gang,,,,,,,,1,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1293_1L,,274,22.04.1953,Kihuti,HZR 3027,Contact,Mau Mau,,Teacher,,,1,,,,,,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1293_1L,,276,23.04.1953,Kakiayu,HZR 7139,Contact,Guard,,Mau Mau,,,,,,,1,,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1293_1L,,277,23.04.1953,Cook's Fram,HZR 2270,Kidnap,Gang,,Civilian,,3,,,,,,,,,
3,Central Province,Fortnight 8th to 23rd April 1953,Central_Province_FCO_141-5746_IMG_1293_1L,,211,13.04.1953,Kiangari,3709,Captured,Guard,,Terrorist,,,,,,,,4,,,
4,Central Province,Fortnight Ended May 9th  1953,Central_Province_FCO_141-5746_IMG_1268_1L,,216,23.04.1953,Nanyuki Saw Mills,HZR 5992,Theft,Mau Mau,,Livestock,,1,,,,,,,,,
4,Central Province,Fortnight Ended May 9th  1953,Central_Province_FCO_141-5746_IMG_1268_1L,,218,23.04.1953,Upper Ontulili Rivr,HAC 6701,Contact,Mau Mau,,Terrorist,,,,,,1,,,,,
4,Central Province,Fortnight Ended May 9th  1953,Central_Province_FCO_141-5746_IMG_1268_1L,,219,24.04.1953,Paice Farm,HZR 5496,Attack,Mau Mau,8,Civilian,,,,,,,,,,2,
4,Central Province,Fortnight Ended May 9th  1953,Central_Province_FCO_141-5746_IMG_1268_1L,,220,24.04.1953,Canyon Farm,HZR 5696,Vandalism,Mau Mau,,Vegitable Garden,,some,,,,,,,,,
4,Central Province,Fortnight Ended May 9th  1953,Central_Province_FCO_141-5746_IMG_1268_1L,,221,24.04.1953,A.E.Aggatt's Farm,HAC 4807,Theft,Mau Mau,,Livestock,,52,,,,,,,,,
4,Central Province,Fortnight 23rd April to 7th May 1953,Central_Province_FCO_141-5746_IMG_1269_1L,,222,24.04.1953,Nanyuki Saw Mills,HAC 5991,Contact,Guard,,Terrorist,4,,,,,2,,,,,
4,Central Province,Fortnight 23rd April to 7th May 1953,Central_Province_FCO_141-5746_IMG_1269_1L,,223,24.04.1953,Gathoti Muhito,HZR 5338,Contact,Guard,,Terrorist,,,,,,1,,,,,
4,Central Province,Fortnight 23rd April to 7th May 1953,Central_Province_FCO_141-5746_IMG_1269_1L,,224,24.04.1953,Gechatha,HZR 3845,Contact,Mau Mau,,Guard,,,1,,,,1,,,,
4,Central Province,Fortnight 23rd April to 7th May 1953,Central_Province_FCO_141-5746_IMG_1269_1L,,226,24.04.1953,Forest,HZR 3104,Contact,Guard,,Terrorist,,,,,,3,,,,,
4,Central Province,Fortnight 23rd April to 7th May 1953,Central_Province_FCO_141-5746_IMG_1269_1L,,227,23.04.1953,Chehe Sow Mills,HZR 6455,Murder,Mau Mau,,Civilian,,,,,,,,,4,,
4,Central Province,Fortnight 23rd April to 7th May 1953,Central_Province_FCO_141-5746_IMG_1269_1L,,229,25.04.1953,P.de Batard Farm,HAC 4309,Theft,Mau Mau,,Livestock,,41,,,,,,,,,
4,Central Province,Fortnight 23rd April to 7th May 1953,Central_Province_FCO_141-5746_IMG_1270_1L,,230,25.04.1953,Mihuti,HZR 3926,Contact,Guard,,Gang,,,,,,2,,2,,,
4,Central Province,Fortnight 23rd April to 7th May 1953,Central_Province_FCO_141-5746_IMG_1270_1L,,231,25.04.1953,Forest,HZR 4502,Contact,Guard,,Gang,,,,,,2,,,,,
4,Central Province,Fortnight 23rd April to 7th May 1953,Central_Province_FCO_141-5746_IMG_1270_1L,,232,26.04.1953,Ichichi,HZR 2522,Contact,Guard,,Gang,40,,,,,1,3,,,,
4,Central Province,Fortnight 23rd April to 7th May 1953,Central_Province_FCO_141-5746_IMG_1270_1L,,233,26.04.1953,Kutus,HZR 8137,Contact,Mau Mau,10,Guard,,,,1,,,,,,,
4,Central Province,Fortnight 23rd April to 7th May 1953,Central_Province_FCO_141-5746_IMG_1270_1L,,234,26.04.1953,Riakanyau,HZR 6444,Capture,Guard,,Terrorist,,,,,,,,3,,,
4,Central Province,Fortnight 23rd April to 7th May 1953,Central_Province_FCO_141-5746_IMG_1270_1L,,236,27.04.1953,Embu,HZR 9739,Contact,Mau Mau,,Terrorist,,,,,,,1,50,,,
4,Central Province,Fortnight 23rd April to 7th May 1953,Central_Province_FCO_141-5746_IMG_1270_1L,,237,27.04.1953,Kianyagga,HZR 8345,Contact,Mau Mau,,Terrorist,,,,,,1,,,,,
4,Central Province,Fortnight 23rd April to 7th May 1953,Central_Province_FCO_141-5746_IMG_1270_1L,,238,27.04.1953,Forest,HZR 4124,Contact,Guard,,Gang,8,,,,,1,1,,,,
4,Central Province,Fortnight 23rd April to 7th May 1953,Central_Province_FCO_141-5746_IMG_1270_1L,,239,28.04.1953,Forest,HZR 4124,Contact,Guard,,Gang,,,,,,1,,,,,
4,Central Province,Fortnight 23rd April to 7th May 1953,Central_Province_FCO_141-5746_IMG_1270_1L,,240,27.04.1953,Kiamuega,HZR 3934,Contact,Guard,,Gang,,,,,,2,,,,,
